HTR2A	CBL
DRD3	USP48
USP48	UBC
DRD4	ARRB2
ARRB2	NFKBIA
NFKBIA	NFKB2
ARRB2	STAT1
ARRB2	MAPK9
MAPK9	IRF3
ARRB2	AKT1
NFKBIA	RELB
DRD4	STUB1
STUB1	TP53
NFKBIA	NFKB1
ARRB2	UBC
ARRB2	XRCC6
ADRA1B	AP2M1
AP2M1	EEF1A1
EEF1A1	IKBKG
IKBKG	NFKB2
AP2M1	CLTC
AP2M1	BCR
BCR	RAC1
RAC1	RELB
BCR	TP53
AP2M1	UBC
AP2M1	HSPA8
ADRA1D	GOPC
GOPC	RELA
GOPC	KPNA1
KPNA1	STAT1
ADRA1D	DTNA
DTNA	ACTB
ACTB	EP300
DTNA	TJP1
TJP1	ACTN4
ACTN4	RARA
DTNA	NMT1
NMT1	TP53
RELA	NFKB1
ADRA1D	AMFR
AMFR	UBC
ADRA2A	GNAI2
GNAI2	NUCB1
ADRA2A	GNB1
GNB1	MTOR
ADRA2A	UCHL1
UCHL1	HSP90AA1
GNAI2	TRIP6
UCHL1	CDK1
CDK1	RELB
UCHL1	TP53
UCHL1	COPS5
UCHL1	UBC
UCHL1	HSPA8
ADRA2B	UCHL1
UCHL1	CTNNB1
CTNNB1	BTRC
UCHL1	UBE2I
CTNNB1	EP300
ADRA2C	UCHL1
CHRM1	GPRASP2
GPRASP2	TXN
TXN	NR3C1
GPRASP2	CCDC8
CCDC8	STAT1
GPRASP2	AGO2
AGO2	HSP90AA1
GPRASP2	TRIM32
TRIM32	RARA
TXN	NFKB1
NFKB1	RELB
TXN	TP53
TRIM32	UBC
CHRM2	SET
SET	NR3C1
SET	XPO1
CHRM2	Set
Set	Supt6
Supt6	POLR2A
SET	APP
SET	TP53
Set	Mib2
Mib2	UBC
CHRM3	SET
CHRM3	CSNK1A1
CSNK1A1	HSP90AA1
CSNK1A1	NFKBIA
RBPJ	FCER2
STAT5A	SOCS5
STAT5B	SOCS4
STAT6	CCND2
STAT6	CCND3
BBC3	TP53AIP1
TP53	STEAP3
RXRA	ACSBG2
RXRA	ACOX2
RXRB	ACADM
RXRB	APOC3
TFAP2A	COL1A1
EGR1	COL2A1
USF1	CTSB
SP3	CTSL
STAT5A	EGFR
BCL3	MYB
POU2F2	MYC
